,Dizi İsimleri,Yapım Yılı,Bölüm Sayısı,Sezon Sayısı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Sonuç
879,Hakkını Helal Et,2007,37,1,Naci Çelik Berksoy,Onur Ünlü,Samanyolu TV,"['Dram', 'Dini']",0,1,0,0,0,0,0,Ser Film,"Necla Nazır,Kaan Girgin,Okan Patırer",80,Erhan Güleryüz,0,0,0,Başarısız
880,Hayal ve Gerçek,2007,9,1,Gürcan Mete Şener,Gani Müjde,atv,"['Komedi', 'Fantastik', 'Romantik']",0,0,1,0,0,0,1,Süreç Film,"Yasemin Hadivent,Cem Kılıç,Zuhal Yalçın",70,Temel Zümrüt,0,0,0,Başarısız
881,Hepsi 1,2007,51,2,Kartal Çidamlı ,Ahmet Saatçioğlu,Show TV,"['Duygusal', 'Komedi']",0,0,1,0,0,0,1,Süreç Film,"Cemre Kemer,Eren Bakıcı,Gülçin Ergül,Yasemin Yürük",86,Mustafa Ceceli,0,0,0,Kısmen Başarılı
882,Kara Duvak,2007,13,1,Şahin Gök,Nuran Devres,Show TV,['Dram'],0,1,0,0,0,0,0,Pastel Film,"Hande Ataizi,Tuncel Kurtiz,Teoman Kumbaracıbaşı,Ayçin İnci",80,Mazlum Çimen,0,1,0,Başarısız
883,Kara İnci,2007,7,1,Ersoy Güler,Kurtuluş Balekoğlu,atv,"['Macera','Fantastik']",0,0,0,1,0,0,0,Avşar Film,"Ebru Özkan,Yetkin Dikinciler,Tunca Aydoğan",75,Uğur Akyürek,0,0,0,Başarısız
884,Karayılan,2007,18,1,Cem Akyoldaş,Kuledibi Senaryo Grubu,atv,"['Tarihî', 'Dram']",0,1,0,0,0,1,0,ATV,"Bülent İnal,Begüm Birgören,Engin Akyürek",83,Orient Expressions,0,0,0,Başarısız
885,Kavak Yelleri,2007,170,5,Jale İncekol,Nükhet Bıçakçı,Kanal D,"['Gençlik', 'Dram']",0,1,0,0,0,0,0,Tims Productions,"Dağhan Külegeç, Pelin Karahan,İbrahim Kendirci,Aslı Enver,Sarp Apak",100,Pinhani,0,1,0,Kısmen Olgun
886,Komedi Dükkanı,2007,101,3,Ebru Yalçın,Tolga Çevik,Star TV,['Komedi'],0,0,1,0,0,0,0,Plato Film,Tolga Çevik ,70,Unknown,0,0,0,Başarılı
887,Kurtlar Vadisi Pusu,2007,300,10,Sadullah Şentürk,Raci Şaşmaz,Show TV,"['Aksiyon', 'Dram', 'Politik']",0,1,0,1,0,0,0,Pana Film,"Necati Şaşmaz,Cahit Kayaoğlu,Erhan Ufak,Ertuğrul Şakar,Gaye Gürsel,Defne Samyeli,Gürkan Uygun",120,Gökhan Kırdar,0,0,0,Olgun
888,Kuzey Rüzgârı,2007,20,1,Mustafa Şevki Doğan,Baykut Badem,Show TV,"['Aşk', 'Mafya']",0,0,0,0,0,0,1,Duka Film,"Kadir İnanır,Oktay Kaynarca,Ebru Kocaağa,Çağla Kubat,Selçuk Yöntem",80,Aydoğan AtaşSoner Akalın,0,1,0,Başarısız
889,Menekşe ile Halil,2007,36,1,Uluç Bayraktar,Elif Şafak,Kanal D,"['Aşk', 'Drama']",0,1,0,0,0,0,1,Ay Yapım,"Kıvanç Tatlıtuğ,Sedef Avcı",100,Toygar Işıklı,1,1,0,Başarısız
890,Nazlı Yarim,2007,6,1,Cemile Kırmızı Karadaş,Özlem Dumludağ,Show TV,['Dram'],0,1,0,0,0,0,0,Pana Film,"Zeynep Beşerler,Nusret Çetinel,Fırat Doğruloğlu,Fatih Dokgöz",80,Unknown,0,0,0,Başarısız
891,Parmaklıklar Ardında,2007,106,3,Nisan Akman ,Seda Altaylı,atv,"['Suç', 'Dram']",0,1,0,1,0,0,0,Play Prodüksiyon,"Selda Alkor,Serra Yılmaz,Yelda Reynaud,Özlem Düvencioğlu,Zeynep Eronat,Sinan Albayrak",90,Özer Taşkın,0,1,0,Başarılı
892,Pusat,2007,13,1,Abdülkadir Ceylan Ede,Uğur Önver,Show TV,"['Aksiyon','Dram']",0,1,0,1,0,0,0,Sinegraf ltd,"Luk Piyes,Yasemin Balık,Şahin Çelik",90,Aytuğ Yargıç,0,0,0,Başarısız
893,Sana Mecburum,2007,10,1,Hakan Arslan,Cem Görgeç,Kanal D,['Dram'],0,1,0,0,0,0,0,Fm Yapım,"Doğuş, Mehtap Bayrı,Ali Sunal,Nihat Nikerel,Berke Üzrek",84,Cengiz Onural,0,0,0,Başarısız
894,Senden Başka,2007,19,1,Metin Balekoğlu,Ayşem Özge Yoldaş,atv,"['Dram','Komedi']",0,1,1,0,0,0,0,Tims Productions,"Saadet Işıl Aksoy,Tolga Futacı,Ezgi Mola,İpek Yalvacıoğlu",83,Taner Ayan,0,1,0,Başarısız
895,Sessiz Fırtına,2007,18,1,Özer Kızıltan,Ayfer Tunç,Kanal D,['Dram'],0,1,0,0,0,0,0,TMC Film ,"Erkan Petekkaya,Arzum Onan,Bahar Kerimoğlu,Bsete Bereket,Mesut Akusta",84,Unknown,0,1,0,Başarısız
896,Sessiz Gemiler,2007,20,1,Filiz Kaynak,Çetin Büyükakın,atv,['Dram'],0,1,0,0,0,0,0,Yağmur Ajans ,"Savaş Dinçel,Gülsüm Kamu,Ayhan Kavas,Yeşim Salkım",83,Ali Otyam,0,0,0,Başarısız
897,Sevgili Dünürüm,2007,21,1,Hakan Algül, Mahinur Ergun,Star TV,['Durum komedisi'],0,0,1,0,0,0,0,Gold Film,"Engin Altan Düzyatan,Rojda Demirer,Haluk Bilginer,Sumru Yavrucuk",80,Unknown,0,1,0,Başarısız
898,Sır Gibi,2007,5,1,Şengül Halat,Neslihan Eyüboğlu,Star TV,"['Aile', 'Dram', 'Aşk']",1,1,0,0,0,0,1,FM Yapım,"İsmet Üstekin,Kaya Erdaş,Tuğçe Ersoy,Murat Ünalmış,Ece Özdikici",80,Nail Yurtsever,0,0,0,Başarısız
899,Son Tercih,2007,7,1,Aslı Kaygusuz,Volkan Sümbül,Show TV,['Komedi'],0,0,1,0,0,0,0,Fergün Filmcilik,"Tayfun Eraslan,Selin İşcan,Bilge Şen,Zeynep Irgat",80,Ulaş Özdemir,0,0,0,Başarısız
900,Tatlı Bela Fadime,2007,36,1,Cankat Ergin,Suna Dölek,Star TV,['Romantik komedi'],0,0,1,0,0,0,1,Erler Film,"Nehir Erdoğan,Berk Oktay,Cezmi Baskın,Füsun Demirel",80,Ömer Avcı,0,0,0,Başarısız
901,Tek Türkiye,2007,149,4,Naci Çelik Berksoy,Ali Kara,Samanyolu TV,"['Dram', 'Aksiyon']",0,1,0,1,0,0,0,Ser Film,"Ozan Çobanoğlu,Müjgan Koraltürk,Süleyman Karadağ",90,Unknown,0,0,0,Başarılı
902,Üç Tatlı Cadı,2007,13,1,Özügr Özatay,Tolga Küçük,FOX,"['Aile','Komedi']",1,0,1,0,0,0,0,Med Yapım,"İlker İnanoğlu,Alp Kırşan,Berksan,Asuman Dabak",98,Targan Berk Türe,0,0,0,Başarısız
903,Vazgeç Gönlüm,2007,47,2,Ahmet Sönmez,Ayşe Teker,Star TV,"['Dram', 'Aksiyon']",0,1,0,1,0,0,0,Gold Film,"Murat Han,İrem Altuğ,Bulut Aras",80,Unknown,0,0,0,Kısmen Başarılı
904,Yaralı Yürek,2007,16,1,Celal Çimen,Sevgi Saygı,Show TV,['Dram'],0,1,0,0,0,0,0,Limon Yapım,"Vildan Atasever,Serdar Özer,Gökhan Atalay,Tamer Levent",80,Unknown,0,0,0,Başarısız
905,Yasak Elma,2007,3,1,Mustafa Altıoklar,Mustafa Altıoklar,Show TV,"['Duygusal','Dram']",0,1,0,0,0,0,0,İstanbullu Sinema Teknik Malzemeleri,"Cengiz Küçükayvaz,Yıldız Asyalı,Lemi Filozof,Melda Gür",80,Unknown,0,0,0,Başarısız
906,Yemin,2007,90,2,Serkan Birinci,Gökhan Zincir,FOX,"['Dram','Aile']",1,1,0,0,0,0,0,Focus Film,"Tuba Ünsal,Barış Yalçın,Zeynep Irgat",98,Erdal Güney,0,0,0,Kısmen Başarılı
907,Yeni Evli,2007,175,1,Alper Tunga Özdemir,Zehra Çelenk,TRT 1,"['Dram','Komedi']",0,1,1,0,0,0,0,Tunga Film,"Cüneyt Mete,Nur Yazar,Zerrin Epikmen,Dilhan Aras",35,Can Algeç,0,0,0,Başarısız
908,Yersiz Yurtsuz,2007,18,2,Şafak Bal,Ali Ulvi Hünkar,atv,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Ferdi Tayfur,Şerif Sezer,Nesrin Cavadzade,Sinan Albayrak",83,Nail Yurtsever,0,0,0,Kısmen Başarılı
909,Zeliha'nın Gözleri,2007,9,1,Filiz Kaynak,Mehmet Altıoklar,Star TV,"['Polisiye', 'Macera']",0,0,0,1,1,0,0,Altıoklar Film Prodüksiyon,"Sarp Levendoğlu,Emel Çölgeçen",80,Unknown,0,0,0,Başarısız
910,Zoraki Koca,2007,26,1,Ümit Efekan,Özer Çetinel,Kanal D,"['Komedi','Dram']",0,1,1,0,0,0,0,Kanal D,"Burak özçivit,Özlem Yılmaz, Sümer Tilmaç,Işıl Yücesoy",84,Unknown,0,0,0,Başarısız
911,Acemi Cadı,2006,58,2,Feride Kaytan,Gamze Özer,Kanal D,"['Fantastik', 'Komedi']",0,0,1,0,0,0,0,D Productions,"Merve Boluğur,Şenay Gürler,Nergis Kumbasar, Çağkan Çulha",60,Murat Evgin,0,0,0,Kısmen Başarılı
912,Adak,2006,10,1,Adnan Güler,Gamze Özer,Show TV,['Drama'],0,1,0,0,0,0,1,Gold Film,"Emrah,Hande Subaşı",80,Ali Otyam,0,0,0,Başarısız
913,Ah Polis Olsam,2006,9,1,Şahin Alparslan,İnan Güngören,Kanal D,"['Aksiyon','Komedi','Polisiye']",0,0,1,1,1,0,0,Plato Film,"Şafak Sezer,Atilla Ercan,Cem Kılıç,Öykü Serter",84,Unknown,0,0,0,Başarısız
914,Arka Sokaklar,2006,656,18,Orhan Oğuz,Ahmet Yurdakul,Kanal D,"['Polisiye', 'Aksiyon', 'Dram', 'Komedi']",0,1,1,1,1,0,0,Erler Film,"Zafer Ergin,Özgür Ozan,İlker İnanoğlu,Ozan Çobanoğlu,Özlem Çınar,Oya Okar,Şevket Çoruh",135,Murat Evgin,0,0,0,Olgun
915,Aşk Yolu,2006,13,1,Çagatay Tosun,Mine Baysan,atv,['Dram'],0,1,0,0,0,0,0,Sis Yapım,"Bülent İnal,Serap Aksoy,Tuba Büyüküstün,Teoman Kumbaracıbaşı",90,Nail Yurtsever,0,0,0,Başarısız
916,Azap Yolu,2006,15,1,Orhan Oğuz,Can Sinan,atv,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Unknown,"Kadir İnanır,Engin Şenkan,Miraç Eronat,Melisa Sözen",83,Taner Ayan,0,1,0,Başarısız
917,Bebeğim,2006,24,1,Muharrem Gülmez,Gökhan Horzum,atv,['Dram'],0,1,0,0,0,0,0,BKM film,"Barış Falay,Fırat Doğruloğlu,Dolunay Soysert",83,Unknown,0,0,0,Başarısız
918,Binbir Gece,2006,90,3,Kudret Sabancı,Yıldız Tunç,Kanal D,['Dram'],0,1,0,0,0,0,0,TMC,"Halit Ergenç,Bergüzar Korel,Tardu Flordun,Ceyda Düvenci,Tomris İncer,Metin Çekmez",90,Unknown,0,1,1,Başarılı
919,Candan Öte,2006,24,1,Yasemin Türkmenli,Deniz Akçay,Star TV,['Dram'],0,1,0,0,0,0,0,Gold Film,"Naz Elmas,Ataç Arman,Rojda Demirer,Nebahat Çehre",80,Unknown,0,0,0,Başarısız
920,Cemile,2006,24,1,Özer Kızıltan,Mine Baysan,Show TV,['Dram'],0,1,0,0,0,0,0,Limon Film,"Türkan Şoray,Bulut Aras,Selim Erdoğan,Ali Atay",90,Tamer Çıray,0,1,0,Başarısız
921,Doktorlar,2006,97,4,Merve Girgin,Nuray Uslu,Show TV,"['Dram', 'Medikal']",0,1,0,0,0,0,0,Med yapım,"Kutsi, Bekir Aksoy,Yasemin Özilhan,Leyla Göksun,Melike Güner,Yeşim Ceren Bozoğlu",90,Unknown,0,0,0,Başarılı
922,Eksi 18,2006,9,1,Ahmet Sönmez,Soner Pehlevan,Kanal 7,"['Dram','Polisiye']",0,1,0,0,1,0,0,Oba Film,"Burak Özçivit,Tuğba Karaca, Mühe Uyar,Aygül Hiçyılmaz",60,Gökhan Tamir,0,0,0,Başarısız
923,Erkekler Ağlamaz,2006,11,1,Sadullah Celen,İlker Barış,atv,['Dram'],0,1,0,0,0,0,0,Sis Yapım,"Serhat Tutumluer,Ferit Kaya,Demet Evgar,Şebnem Sönmez,Tuba Erdem",45,Unknown,0,0,0,Başarısız
924,Ezo Gelin,2006,59,2,Uluç Bayraktar,Arda Uskan,Show TV,['Dram'],0,1,0,0,0,0,0,Show TV,"Onur Ünsal,Ahmet Mümtaz Taylan,Serhat Tutumluer,Nurgül Yeşilçay",80,Unknown,1,0,0,Kısmen Başarılı
925,Fırtına,2006,48,1,Metin Balekoğlu,Gökhan Horzum,Kanal D,"['Komedi', 'Aile']",1,0,1,0,0,0,0,BKM,"Burçin Terzioğlu,Murat Yıldırım,Zerrin Sümer,Jale Aylanç,Salih Kalyon",84,Unknown,0,1,0,Başarısız
926,Gönül,2006,7,1,Faruk Teber,Gani Müjde,Kanal D,"['Komedi', 'Drama']",0,1,1,0,0,0,1,Masalevi,"Gülben Ergen,Ragıp Savaş,Güven Kıraç,Şevket Çoruh",84,Unknown,0,1,0,Başarısız
927,Gülpare,2006,11,1,Andaç haznedaroğlu,Özge Efendioğlu,Show TV,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Emre Altuğ,Mine Tugay,Tamer Levent",80,Unknown,0,0,0,Başarısız
928,Hacı,2006,15,1,Nazif Tunç,Berrin Tekdemir,Show TV,"['Aksiyon','Polisiye']",0,0,0,1,0,1,0,Naz Film,"Tuncel Kurtiz,Aytaç Arman,Dolunay Soysert,Mehmet Akif Alakurt",80,Mazlum Çimen,0,0,0,Başarısız
929,Hatırla Sevgili,2006,68,2,Ümmü Burhan,Leyla Olça,atv,"['Dram', 'Romantik', 'Tarihî']",0,1,0,0,0,1,1,Sis Yapım,"Cansel Elçin,Beren Saat,Okan Yalabık",120,Unknown,0,1,0,Kısmen Başarılı
930,Hayat Türküsü,2006,65,2,Hakan Gürtop,Grup Flamingo,TRT 1,"['Dram', 'Genel']",0,1,0,0,0,0,0,Koliba Film,"Burak Davutoğlu,Devin Özgür Çınar,Sermin Hürmeriç,Aslı Yılmaz,Tolga Evren",71,Derya Köroğlu,0,0,0,Kısmen Başarılı
931,Hayatım Sana Feda,2006,10,1,Tarkan Karlıdağ,Gani Müjde,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Tamer Karadağlı,Deniz Uğur,Asu Emre,Şahap Sayılgan",83,Temel Zümrüt,0,1,0,Başarısız
932,Hisarbuselik,2006,13,1,Samet Polat,Sevgi Gül,TRT 1,"['Aile','Dram']",1,1,0,0,0,0,0,TRT,"Mithat Erdemli,Şebnem Gürsoy,Ziya Kürküt,Onur Saylak",74,Kemal Günüç,0,0,0,Başarısız
933,İki Aile,2006,93,2,Nursan Esenboğa,Saygın Delibaş,Star TV,"['Komedi', 'Aile']",1,0,1,0,0,0,0,D Productions,"Emre Kınay,İclal Aydın",90,Hakkı Bulut,0,0,0,Kısmen Başarılı
934,Kadın Severse,2006,6,1,Bora Tekay,Yelda Açıkgöz,atv,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Ay yapım,"Hülya Avşar,Cihan Ünal,Deniz Çakır,Zerrin Sümer,Derya Baykal ",83,Aydın Sarman,0,0,0,Başarısız
935,Karagümrük Yanıyor,2006,15,1,Hilal Saral Ünalan,Pınar Uysal,Star TV,['Aksiyon'],0,0,0,1,0,0,0,Star TV,"Uğur Arslan,Sinem Öztufan,Cem Kölemenoğlu,Özlem Yılmaz",80,Özhan Eren,0,0,0,Başarısız
936,Karınca Yuvası,2006,10,1,Raşit Çelikezer,Çetin Büyükakın,Kanal D,"['Komedi', 'Sitkom']",0,0,1,0,0,0,0,Yağmur Ajans,"Memet Ali Alabora,Emel Sayın,Settar Tanrıöğen,Toprak Sağlam,Bülent Şakrak",84,Müjdat Akgün,0,0,0,Başarısız
937,Kaybolan Yıllar,2006,49,2,Gülçin Gülbahçe,Zehra Güleray,Star TV,"['Dram', 'Duygusal', 'Polisiye', 'Aşk']",0,1,0,1,1,0,1,Base Productions,"Yeşim Büber,Saruhan Hünel,Burak Hakkı",70,Bolahenk,0,0,0,Kısmen Başarılı
938,Kınalı Kuzular,2006,13,1,Tunç Davut,Erkan Akın,TRT 1,['Tarihî'],0,0,0,0,0,1,0,TRT,"Ahmet Mümtaz Taylan,Emin Gürsoy,Kurtuluş Şakirağaoğlu,Demir Karahan",74,Unknown,0,0,0,Başarısız
939,Kırık Kanatlar,2006,36,2,Çağatay Tosun,Gül Dirican,Kanal D,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Mehmet Ali Nuroğlu,Özge Özberk,Cansel Elçin,Begüm Birgören,Şemsi İnkaya,Saygın Soysal,Türkü Hazer,Sermiyan Midyat",84,Toygar Işıklı,1,0,0,Kısmen Başarılı
940,Kızlar Yurdu,2006,24,1,Ceyda Demir,Yasemin Özbek,Show TV,['Komedi'],0,0,1,0,0,0,0,Altıoklar Film Prodüksiyon,"Melike Güner,Eylem Yıldız,Pelinsu Pir,Arzu Oş,Fethi Kantarcı,Özlem Durmaz",80,Nil Karaibrahimgil,0,0,0,Başarısız
941,Kod Adı,2006,10,1,Tevfik Şenol,Zeki Gürdal Karaoğlu,Kanal D,['Polisiye'],0,0,0,1,1,0,0,Serap Yapım,"Gerçek Sağlar,Özgür Özberk,Korel Cezayirli,Onur Saylak,Nuri Gökaşan",84,Can Atilla,0,0,0,Başarısız
942,Köprü,2006,65,2,Sadullah Şentürk,Ozan Yurdakul,Star TV,"['Dram', 'Macera', 'Politik']",0,1,0,1,0,0,0,Koliba Film,"Erdal Beşikçioğlu,Ayşegül Ünsal,İpek Karapınar",80,Unknown,0,0,0,Kısmen Başarılı
943,Kuş Dili,2006,12,1,Cem Akyoldaş,Gülin Tokat,atv,"['Aile','Dram']",1,1,0,0,0,0,0,Yağmur Ajans,"Selçuk Yöntem,Müjder Ar,Ferhat Yılmaz,Şahnaz Çakıralp,Metin Çekmez",83,Unknown,0,0,0,Başarısız
944,Pertev Bey'in Üç Kızı,2006,6,1,Tunç Başaran,Zülküf Yücel,TRT 1,['Komedi'],0,0,1,0,0,0,0,TRT,"Serdar Gökhan,Deniz Evrenol,Deniz Gökçer,Başak Daşman,Damla Sönmez,Orhan Aydın,Itır Esen",74,Özkan Turgay,0,0,0,Başarısız
945,Rüyalarda Buluşuruz,2006,8,1,Mustafa Şevki Doğan,Nuran Devres,Show TV,"['Dram','Aile']",1,1,0,0,0,0,0,Show TV,"Selda Alkor,Mahmut Cevher,Özlem Conker,Cenk Ertan,Selda Özer",80,Aria,0,1,0,Başarısız
946,Sağır Oda,2006,34,1,Onur Tan,Ahmet Saatçioğlu,Kanal D,"['İstihbarat', 'Aksiyon']",0,0,0,1,0,0,0,Tims Productions,"Orhan Kılıç,Çağla Kubat,Engin Cezzar,Mahir Günşiray,Arsen Gürzap",84,Gökhan Kırdar,0,0,0,Başarısız
947,Sahte Prenses,2006,18,1,Filiz Kaynak,Nuran Devres,Show TV,"['Dram','Komedi']",0,1,1,0,0,0,0,Show TV,"Luk Piyes,Deniz Uğur,Ali Emre Ateş,Damla Sönmez,Didem İnselel",80,Ali Otyam,0,0,0,Başarısız
948,Selena,2006,104,3,Bora Onur,Gani Müjde,atv,"['Fantastik kurgu', 'Komedi']",0,0,1,0,0,0,0,Süreç Film,"Sinem Kobal,Gökhan Keser,Cansu Demirci,Gizem Güven,Dilara Kurtulmuş,Sinan Çalışkanoğlu,Zuhal Topal",96,Temel Zümrüt,0,0,0,Başarılı
949,Sev Kardeşim,2006,39,2,Cankat Ergin,Makbule Kosif,Kanal D,"['Komedi','Dram']",0,1,1,0,0,0,0,Yağmur Ajans,"Hande Ataizi,Davut Güloğlu,Serdar Gökhan,Ahmet Gülhan,Defne Yalnız",84,İncesaz,0,1,0,Kısmen Başarılı
950,Sevda Çiçeği,2006,24,1,Tevfik Şenol,Özgür Evren Heptürk,Show TV,['Romantik komedi'],0,0,1,0,0,0,1,Süreç Film,"Gökhan Özen,Yasemin Hadivent,Savaş Dinçel,Halit Akçatepe,Gül Onat,Ebru Karanfilci,Meral Kaplan",80,Ali Otyam,0,0,0,Başarısız
951,Sıla,2006,79,3,Yasin Uslu,Muharrem Buhara,atv,"['Dram', 'Aksiyon']",0,1,0,1,0,0,0,Fm Yapım,"Cansu Dere,Mehmet Akif Alakurt,Zeynep Eronat,Menderes Samancılar,Devrim Saltoğlu,Fatoş Tez",82,Murat Tunali,0,0,0,Başarılı
952,Tarık ve Diğerleri,2006,30,1,Gürsel Ateş,Mahmut Bengi,Samanyolu TV,['Komedi'],0,0,1,0,0,0,0,Ser Film,"Mehmet Püsküllü,Akasya Asıltürkmen,Zuhal Topal,İsmet Numanoğlu,Abidin Yerebakan",75,Unknown,0,0,0,Başarısız
953,Ümit Milli,2006,9,1,Murat Düzgünoğlu,Yiğit Güralp,Star TV,['Komedi'],0,0,1,0,0,0,0,İstanbul Mass Media,"Alp Kırşan,Erkan Pekbay,Deniz Güngören,Damla Debre,Enes Atış,Pınar Dikici",80,İskender Paydaş,0,0,0,Başarısız
954,Yağmurdan Sonra,2006,39,1,Naci Çelik Berksoy,Samim Utku,Samanyolu TV,['Dram'],0,1,0,0,0,0,0,Ser Film,"Seçil Mutlu Yıldız,Çağrı Atiksoy,Ali Sürmeli,Atilla Olgaç,Kayra Şenocak,Sefa Zengin",90,Aria,0,0,0,Başarısız
955,Yalancı Yarim,2006,49,1,Özer Kızıltan ,Betül Karabulut,Star TV,"['Aşk', 'Romantik', 'Komedi']",0,0,1,0,0,0,1,Fm Yapım,"Barış Akarsu,Merve Sevi,Bülent Kayabaş,Ayşe Kökçü",60,Jingle Factory,0,0,0,Başarısız
956,Yaprak Dökümü,2006,174,5,Mesude Erarslan,Ece Yörenç,Kanal D,"['Aile', 'Drama']",1,1,0,0,0,0,1,Ay Yapım,"Halil Ergün,Güven Hokna,Bennu Yıldırımlar,Deniz Çakır,Tolga Karel,Caner Kurtaran,Hasan Küçükçetin,Gökçe Bahadır,Fahriye Evcen,Bedia Ener,Seda Demir",75,Toygar Işıklı,0,1,1,Kısmen Olgun
957,Yeşeren Düşler,2006,66,2,Taner Tunç,Hilal Çelenk,Samanyolu TV,['Dram'],0,1,0,0,0,0,0,Ser Film,"Bilgehan Birincioğlu,Gülşah Şahin",85,Tamer Çıray,0,0,0,Kısmen Başarılı
958,7 Numara,2005,92,3,Sadullah Celen,Nuray Uslu,TRT 1,"['Gençlik', 'Komedi']",0,0,1,0,0,0,0,TRT,"Şebnem Sönmez,Engin Alkan,Tuba Erdem,Okan Selvi,Ayça Mutlugil,Nuray Uslu,Gülden Güney,Volkan Girgin",45,Serdar Kalafatoğlu,0,0,0,Başarılı
959,Acı Hayat,2003,59,2,Abdülkadir Ceylan Ede,Aybars Bora Kahyaoğlu ,Show TV,"['Dram', 'Aksiyon']",0,1,0,1,0,0,0,Sinegraf,"Kenan İmirzalıoğlu,Selin Demiratar,Oğuz Galeli,Ebru Kocaağa,Ahmet Yenilmez,Murat Soydan,Meral Orhonsay,Ferdi Merter,Anta Toros",90,Aytuğ Yargıç,0,1,0,Kısmen Başarılı
960,Alacakaranlık,2005,37,2,Yağmur Taylan,Sulhi Dölek,Show TV,"['Polisiye', 'Macera', 'Gerilim', 'Aksiyon']",0,0,0,1,1,0,0,Paranoya TV,"Uğur Yücel,Kenan İmirzalıoğlu",80,Aytuğ Yargıç,0,1,0,Kısmen Başarılı
961,Aliye,2002,76,3,Kudret Sabancı,Şebnem Çitak,atv,['Dram'],0,1,0,0,0,0,0,TMC Film,"Sanem Çelik,Nejat İşler,Halit Ergenç",83,Kıraç,0,1,0,Başarılı
962,Asmalı Konak,2005,54,2,Çağan Irmak,Mahinur Ergun,atv,"['Dram', 'Duygusal']",0,1,0,0,0,0,1,D Productions,"Özcan Deniz,Nurgül Yeşilçay,Selda Alkor",60,Tolga Kılıç,0,1,1,Kısmen Başarılı
963,Aşk Oyunu,2005,47,2,Bülent İşbilen,Meriç Demiray,atv,['Dram'],0,0,0,0,0,0,0,Med yapım,"Yasemin Ergene,Keremcem Dürük,Kuzey Vargıın,Gönen Bozbey",83,Yunus Adak,0,0,0,Kısmen Başarılı
964,Aşka Sürgün,2005,53,2,Cemal Şan,Pınar Ordu,atv,"['Drama', 'Macera']",0,1,0,1,0,0,1,Sis Yapım,"Mahsun Kırmızıgül,Beren Saat",90,Erol Mutlu,0,1,0,Kısmen Başarılı
965,Aşkım Aşkım,2001,25,1,Filiz Kaynak,Tayfun Güneyer,Kanal D,['Komedi'],0,0,1,0,0,0,0,Yağmur Ajans,"Emel Sayın,Mehmet Ali Erbil,Doğa Rutkay,Engin Günaydın,Günay Karacaoğlu,Ayumi Takano",84,Ali Otyam,0,1,1,Başarısız
966,Avrupa Yakası,2005,190,6,Jale Atabey,Gülse Birsel,atv,['Durum komedisi'],0,0,1,0,0,0,0,Plato Film,"Gazanfer Özcan,Hümeyra Müşfik Kenter,Gönül Ülkü,Ata Demirer,Gülse Birsel,Engin Günaydın",90,Cenk Durmazel,0,1,1,Kısmen Olgun
967,Bayanlar Baylar,2005,13,1,Erdoğan Engin,Gani Müjde,Kanal D,['Komedi'],0,0,1,0,0,0,0,ANS Productions,"Oktay Kaynarca,Hande Ataizi,Günay Karacaoğlu,Yavuz Bingöl,Levent Üzümcü,Aşkın Nur Yengi,Belma Canciğer",84,Fikret Alper,0,1,0,Başarısız
968,Belalı Baldız,2005,34,1,Fatih Aksoy,Haluk Özenç,atv,"['Komedi', 'Aile']",1,0,1,0,0,0,0,Medyapım,"Nurgül Yeşilçay,Berna Laçin,Kenan Işık,Mehmet Aslan,Cemre Özer,Sedef Şahin,Raffaele Cedolini,Selin Denizli",60,Hakan Özer,0,0,0,Başarısız
969,Berivan,2002,64,2,Melih Gülgen,Sermiyan Midyat,Kanal D,['Dram'],0,1,0,0,0,0,0,Gold Film,"Bora Sivri,Hülya Uğur,Rıdvan Çelebi,Ayberk Aladar",84,Aydın Kara,0,0,0,Kısmen Başarılı
970,Beşinci Boyut,2005,140,5,Hasan Kıraç,Onur Ünlü,Samanyolu TV,"['Dram', 'Dini']",0,1,0,0,0,0,0,Ser Film,"Cengiz Toraman,Doğan Turan",80,Aria,0,0,0,Kısmen Olgun
971,Beyaz Gelincik,2005,74,2,Güzide Balcı,Sulhi Dölek,atv,['Dram'],0,1,0,0,0,0,0,TMC,"Erkan Petekkaya,Sezin Akbaşoğulları,Altan Erkekli,Mehmet Günsür,İsmail Hacıoğlu,Rana Cabbar",83,Kıraç,0,1,0,Kısmen Başarılı
972,Bir İstanbul Masalı,2003,71,2,Ömür Atay,Sertaç Ergin,atv,"['Aşk', 'Drama']",0,1,0,0,0,0,1,TMC,"Mehmet Aslantuğ,Ahu Türkpençe,Çetin Tekindor,Altan Erkekli,Arsen Gürzap,Vahide Perçin,İsmail Hacıoğlu,Ozan Güven",75,Kıraç,0,1,0,Kısmen Başarılı
